,id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,profile_url,release_year
0,1136,Overwatch 2,https://www.mmobomb.com/g/1136/thumbnail.jpg,"Big changes come to the Overwatch formula in this sequel...and so does PvE content, eventually.",https://www.mmobomb.com/open/overwatch-2,Shooter,PC (Windows),Activision Blizzard King,Blizzard Entertainment,2022-10-04,https://www.mmobomb.com/overwatch-2,2022
1,523,Lost Ark,https://www.mmobomb.com/g/523/thumbnail.jpg,Journey throughout the realm of Arkesia and do battle against a demon invasion in Smilegate's free-to-play ARPG Lost Ark!,https://www.mmobomb.com/open/lost-ark,ARPG,PC (Windows),Amazon Games,Smilegate,2022-02-11,https://www.mmobomb.com/lost-ark,2022
2,1113,PUBG: BATTLEGROUNDS,https://www.mmobomb.com/g/1113/thumbnail.jpg,"Battle the odds in a 100v1 death match in PUBG: Battlegrounds, the classic free-to-play battle royale experience.",https://www.mmobomb.com/open/pubg,Shooter,PC (Windows),"KRAFTON, Inc.","KRAFTON, Inc.",2022-01-12,https://www.mmobomb.com/pubg,2022
3,508,Enlisted,https://www.mmobomb.com/g/508/thumbnail.jpg,"Step into the most famous battles of World War II in Enlisted, a free-to-play shooter from the makers of War Thunder. Experience squad-based combat from the ground level, as you command your troops, outfitted with era-authentic weapons and gear, in massive battles with over a hundred soldiers apiece.",https://www.mmobomb.com/open/enlisted,Shooter,PC (Windows),Gaijin Entertainment,Darkflow Software,2021-04-08,https://www.mmobomb.com/enlisted,2021
4,1120,Fall Guys,https://www.mmobomb.com/g/1120/thumbnail.jpg,Fall Guys is a free-to-play massively multiplayer party royale game.,https://www.mmobomb.com/open/fall-guys,Battle Royale,PC (Windows),Mediatonic,Mediatonic,2020-08-04,https://www.mmobomb.com/fall-guys,2020
5,340,Game Of Thrones Winter Is Coming,https://www.mmobomb.com/g/340/thumbnail.jpg,"Fame and glory await you in Westeros, in Game of Thrones: Winter Is Coming, the officially licensed free-to-play browser game based on the epic fantasy series by George R.R. Martin.",https://www.mmobomb.com/open/game-of-thrones-winter-is-coming,Strategy,Web Browser,GTArcade,YOOZOO Games ,2019-11-14,https://www.mmobomb.com/game-of-thrones-winter-is-coming,2019
6,380,Dark Orbit Reloaded,https://www.mmobomb.com/g/380/thumbnail.jpg,"Take part in huge intergalactic battles and take on the whole galaxy in DarkOrbit, the free-to-play browser-based space combat MMO from Bigpoint -- now in 3-D! Choose your faction and your ship, each with their own strengths, and take off into adventure!",https://www.mmobomb.com/open/darkorbit,Shooter,Web Browser,Bigpoint,Bigpoint,2006-12-11,https://www.mmobomb.com/darkorbit,2006
7,5,Crossout,https://www.mmobomb.com/g/5/thumbnail.jpg,"Trick out your ride and take to the post-apocalyptic roads for battle in Crossout, the free-to-play vehicular combat game from Gaijin Entertainment! Featuring a vehicle design system with endless customization and fast-paced, armor-crunching combat, Crossout offers high-octane excitement in brief and explosive matches.",https://www.mmobomb.com/open/crossout,Shooter,PC (Windows),Targem,Gaijin,2017-05-30,https://www.mmobomb.com/crossout,2017
8,347,Elvenar,https://www.mmobomb.com/g/347/thumbnail.jpg,"In InnoGames' Elvenar, you can build an epic fantasy city, populated by elves or humans, and watch it grow into a sprawling metropolis, awash in riches and brimming with military might. The elves have powerful magic at their disposal, while humans are well-versed in the arts of war.",https://www.mmobomb.com/open/elvenar,Strategy,Web Browser,InnoGames,InnoGames,2015-04-08,https://www.mmobomb.com/elvenar,2015
9,11,Neverwinter,https://www.mmobomb.com/g/11/thumbnail.jpg,Neverwinter is an action MMORPG based on the acclaimed Dungeons and Dragons universe. In Neverwinter you take on the role as a mighty hero who must set out to protect the lands of Neverwinter from those who conspire to see it destroyed.,https://www.mmobomb.com/open/neverwinter,MMORPG,PC (Windows),Perfect World Entertainment,Cryptic Studios,2013-12-06,https://www.mmobomb.com/neverwinter,2013
10,345,Forge of Empires,https://www.mmobomb.com/g/345/thumbnail.jpg,Forge of Empires is a browser-based MMORTS by InnoGames. Relive history as you rule over your empire through the stages of early human civilizations.,https://www.mmobomb.com/open/forge-of-empires,Strategy,Web Browser,InnoGames,InnoGames,2012-04-17,https://www.mmobomb.com/forge-of-empires,2012
11,2,World of Tanks,https://www.mmobomb.com/g/2/thumbnail.jpg,"World of Tanks is a team-based free MMO action game exclusively focused on the armored warfare in the mid-20th century. Created by the strategy masterminds at Wargaming.net, this is a shooter with a lot of tactical elements to be taken into consideration.",https://www.mmobomb.com/open/world-of-tanks,Shooter,PC (Windows),Wargaming,Wargaming,2011-04-12,https://www.mmobomb.com/world-of-tanks,2011
12,1181,Tarisland,https://www.mmobomb.com/g/1181/thumbnail.jpg,"If you're looking for an MMORPG that sticks to the tried-and-true structure, Tarisland may be worth checking out.",https://www.mmobomb.com/open/tarisland,MMORPG,PC (Windows),Tencent,Level Infinite,2024-06-21,https://www.mmobomb.com/tarisland,2024
13,1118,Diablo Immortal,https://www.mmobomb.com/g/1118/thumbnail.jpg,Diablo Immortal is an all-new massively multiplayer online action RPG and Blizzard’s long advertised mobile Diablo experience (that totally was not coming to PC) comes to PC complete with all the demon slaying and looting you could want.,https://www.mmobomb.com/open/diablo-immortal,MMOARPG,PC (Windows),Activision Blizzard,Blizzard Entertainment,2022-06-02,https://www.mmobomb.com/diablo-immortal,2022
14,1180,XDefiant,https://www.mmobomb.com/g/1180/thumbnail.jpg,Ubisoft enters the arena shooter space with a free-to-pay 6v6 first-person competition.,https://www.mmobomb.com/open/xdefiant,Shooter,PC (Windows),Ubisoft,Ubisoft,2024-05-21,https://www.mmobomb.com/xdefiant,2024
15,1170,THE FINALS,https://www.mmobomb.com/g/1170/thumbnail.jpg,"The world is watching and if you want to gain fans, you'll need to do more than just shoot your way to victory.",https://www.mmobomb.com/open/the-finals,Shooter,PC (Windows),Embark Studios,Embark Studios,2023-12-07,https://www.mmobomb.com/the-finals,2023
16,1173,Titan Revenge,https://www.mmobomb.com/g/1173/thumbnail.jpg,Become an Angel or a Titan and smash your way to epic loot that ALWAYS has a benefit.,https://www.mmobomb.com/open/titan-revenge,MMORPG,Web Browser,Game Hollywood Games,Game Hollywood Games,2023-12-20,https://www.mmobomb.com/titan-revenge,2023
17,1160,Palia,https://www.mmobomb.com/g/1160/thumbnail.jpg,"Get your cozy MMO on as you work to build your house, collect bugs, fish, and help out friends.",https://www.mmobomb.com/open/palia,MMORPG,PC (Windows),Singularity Six,Singularity Six,2023-08-10,https://www.mmobomb.com/palia,2023
18,475,Genshin Impact,https://www.mmobomb.com/g/475/thumbnail.jpg,"Explore a bright and fantastical anime-styled world in miHoYo's free-to-play online RPG Genshin Impact. Assemble your crew of adventurers and shift between them on the fly, as you journey across the world of Teyvat and fight monsters, solve puzzles, and help the townsfolk.",https://www.mmobomb.com/open/genshin-impact,Action RPG,PC (Windows),miHoYo,miHoYo,2020-09-28,https://www.mmobomb.com/genshin-impact,2020
19,458,League of Angels - Heaven's Fury,https://www.mmobomb.com/g/458/thumbnail.jpg,"Embark on an epic quest to save world in League of Angels - Heaven's Fury, the latest entry in the free-to-play browser-based MMORPG franchise. Play as a mighty Dragoon, the enigmatic Mage, or deadly Archer and recruit your team of angels from the sides of light and darkness to fight against demonic beasts and their vile masters in a gorgeously rendered fantasy world.",https://www.mmobomb.com/open/league-of-angels-heavens-fury,MMORPG,Web Browser,Gtarcade,Yoozoo Games,2020-01-09,https://www.mmobomb.com/league-of-angels-heavens-fury,2020
20,21,Destiny 2,https://www.mmobomb.com/g/21/thumbnail.jpg,"Embark on a heroic quest to save humanity in Bungie's epic sci-fi MMO shooter Destiny 2, now free-to-play. Experience a wealth of content as a stalwart Titan, mysterious Warlock, or crafty Hunter, battling the enemies of humanity across the solar system.",https://www.mmobomb.com/open/destiny-2,Shooter,PC (Windows),Bungie,Bungie,2019-10-01,https://www.mmobomb.com/destiny-2,2019
21,1140,Battle Arena,https://www.mmobomb.com/g/1140/thumbnail.jpg,Battle in PvP real time slap fights in a MOBA with some RPG elements.,https://www.mmobomb.com/open/battle-arena,Strategy,Web Browser,eSpirit Games,eSpirit Games,2017-12-05,https://www.mmobomb.com/battle-arena,2017
22,12,War Thunder,https://www.mmobomb.com/g/12/thumbnail.jpg,"War Thunder is an MMO combat game dedicated to World War II military aviation, armored vehicles, and fleets. In War Thunder, players can pilot a multitude of aircraft from a variety of nations including the U.S, Germany, Soviet Union, Japan and more.",https://www.mmobomb.com/open/war-thunder,Shooter,PC (Windows),Gaijin Entertainment,Gaijin Entertainment,2013-08-15,https://www.mmobomb.com/war-thunder,2013
23,1125,Tower of Fantasy,https://www.mmobomb.com/g/1125/thumbnail.jpg,"Tower of Fantasy brings the MMORPG experience to PC and mobile with a F2P, splashy, anime-esque style.",https://www.mmobomb.com/open/tower-of-fantasy,MMORPG,PC (Windows),Level Infinite,Hotta Studio,2022-08-10,https://www.mmobomb.com/tower-of-fantasy,2022
24,1127,Noah’s Heart,https://www.mmobomb.com/g/1127/thumbnail.jpg,"Noah's Heart is an open-world action-adventure MMORPG game developed by Archosaur Games, the developers of Dragon Raja.",https://www.mmobomb.com/open/noahs-heart,MMORPG,PC (Windows),Archosaur Games,Archosaur Games,2022-07-28,https://www.mmobomb.com/noahs-heart,2022
25,519,Halo Infinite (Multiplayer),https://www.mmobomb.com/g/519/thumbnail.jpg,Step into the boots of a fresh Spartan and fight for galactic supremacy in free-to-play Halo Infinite Multiplayer,https://www.mmobomb.com/open/halo-infinite,Shooter,PC (Windows),Xbox Game Studios,343 Industries,2021-11-15,https://www.mmobomb.com/halo-infinite,2021
26,452,Call Of Duty: Warzone,https://www.mmobomb.com/g/452/thumbnail.jpg,"One of the most popular FPSes in the world is now a free-to-play battle royale: Call of Duty: Warzone. Strive to become the last squad standing in Battle Royale mode, where 150 players loot and shoot their way through an ever-shrinking battlefield; or complete contracts and try to escape with the most cash in Plunder mode.",https://www.mmobomb.com/open/call-of-duty-warzone,Shooter,PC (Windows),Activision,Infinity Ward,2020-03-10,https://www.mmobomb.com/call-of-duty-warzone,2020
27,9,World of Warships,https://www.mmobomb.com/g/9/thumbnail.jpg,World of Warships is a free-to-play 3D naval action MMO (developed by the team that created World of Tanks) based on epic sea battles of the 20th century. World of Warships will let players take control of a large selection of warships and wage naval war in scenarios based on the biggest boat battles of the 20th Century.,https://www.mmobomb.com/open/world-of-warships,Shooter,PC (Windows),Wargaming,Wargaming,2015-07-02,https://www.mmobomb.com/world-of-warships,2015
28,3,Warframe,https://www.mmobomb.com/g/3/thumbnail.jpg,"Warframe is a free to play sci-fi co-op TPS (3rd-person shooter) being developed by Digital Extremes, the makers of The Darkness 2. As a race on the brink of extinction, players wield powerful suits the Tenno called warframes.",https://www.mmobomb.com/open/warframe,Shooter,PC (Windows),Digital Extremes,Digital Extremes,2013-03-25,https://www.mmobomb.com/warframe,2013
29,13,Guild Wars 2,https://www.mmobomb.com/g/13/thumbnail.jpg,"Guild Wars 2 represents ArenaNet's attempt to turn MMO convention on its ears and create an engaging game for players of all skill levels and play styles. It does away with typical things like the holy trinity (tank, healer, DPS) and eschews traditional group mechanics for open-world content, which anyone can join in on without hampering other players' efforts.",https://www.mmobomb.com/open/guild-wars-2,MMORPG,PC (Windows),NCsoft,ArenaNet,2012-08-28,https://www.mmobomb.com/guild-wars-2,2012
30,1119,Flyff Universe,https://www.mmobomb.com/g/1119/thumbnail.jpg,Flyff Universe uses an updated graphics engine to merge some fan favorite features! Experience the Anime MMORPG anywhere through any browser.,https://www.mmobomb.com/open/flyff-universe,MMORPG,Web Browser,Gala Lab,SNIEGU Technologies,2022-06-14,https://www.mmobomb.com/flyff-universe,2022
31,466,Valorant,https://www.mmobomb.com/g/466/thumbnail.jpg,"Valorant is Riot Games' free-to-play competitive 5v5 tactical shooter, where you'll need strong gunplay and timely use of abilities to come out on top. Choose your character and participate in matches up to 25 rounds long, taking turns as attackers and defenders.",https://www.mmobomb.com/open/valorant,Shooter,PC (Windows),Riot Games,Riot Games,2020-06-02,https://www.mmobomb.com/valorant,2020
32,467,Phantasy Star Online 2,https://www.mmobomb.com/g/467/thumbnail.jpg,"Phantasy Star Online 2 is a free to play 3D MMORPG published by SEGA. Based on the original Dreamcast and Gamecube series, Phantasy Star Online 2 offers players the chance to visit detailed worlds and fight hundreds of interesting enemies.",https://www.mmobomb.com/open/phantasy-star-online-2,MMORPG,PC (Windows),SEGA,SEGA,2020-05-27,https://www.mmobomb.com/phantasy-star-online-2,2020
33,1,Dauntless,https://www.mmobomb.com/g/1/thumbnail.jpg,"Gather your friends, forge your weapons, and hunt ferocious behemoths in Dauntless, the co-op multiplayer RPG from Phoenix Labs, a studio consisting of developers from some of the biggest MMORPG ever made. Set adrift in a lush fantasy world known as the Shattered Isles, ""Slayers"" must band together to contend with a harsh environment and even harsher enemies Each Slayer can choose his or her weapon and attack style, from lightning-fast sword attacks to powerful axe strikes.",https://www.mmobomb.com/open/dauntless,MMORPG,PC (Windows),Phoenix Labs,"Phoenix Labs, Iron Galaxy",2019-05-21,https://www.mmobomb.com/dauntless,2019
34,455,Eternal Fury,https://www.mmobomb.com/g/455/thumbnail.jpg,"Play a part in the battle between gods and giants in Eternal Fury, a free-to-play ARPG from R2 Games. Heaven and Hell are at war, and the realm of man is caught in between.",https://www.mmobomb.com/open/eternal-fury,MMORPG,Web Browser,R2 Games,R2 Games,2019-05-21,https://www.mmobomb.com/eternal-fury,2019
35,23,Apex Legends,https://www.mmobomb.com/g/23/thumbnail.jpg,"Apex Legends is a free-to-play battle royale set in the Titanfall universe and taking place after the events of Titanfall 2. Following the events of the Frontier War, the bloody Apex Games are in full swing, drawing in legends from all across the Frontier to fight for fame, glory, and riches!",https://www.mmobomb.com/open/apex-legends,Shooter,PC (Windows),Electronic Arts,Electronic Arts,2019-02-04,https://www.mmobomb.com/apex-legends,2019
36,57,Fortnite,https://www.mmobomb.com/g/57/thumbnail.jpg,"Play Fortnite in a totally new way, in Fortnite: Battle Royale, the free-to-play spinoff of Epic Games' builder/shooter. Like other classic BR games, you'll be dropped into the world and forced to scavenge and survive.",https://www.mmobomb.com/open/fortnite-battle-royale,Shooter,PC (Windows),Epic Games,Epic Games,2017-09-26,https://www.mmobomb.com/fortnite-battle-royale,2017
37,64,Secret World Legends,https://www.mmobomb.com/g/64/thumbnail.jpg,"Experience the rich, handcrafted storyline and moody atmosphere of Funcom's The Secret World in its free-to-play spinoff, Secret World Legends! Featuring the same gameplay as TSW, Secret World Legends offers improved combat, a re-designed progression system, and updated visuals, breathing new life into this classic MMORPG.",https://www.mmobomb.com/open/secret-world-legends,MMORPG,PC (Windows),Funcom,Funcom,2017-07-31,https://www.mmobomb.com/secret-world-legends,2017
38,449,Albion Online,https://www.mmobomb.com/g/449/thumbnail.jpg,"Albion Online is a 3D sandbox MMORPG with player freedom being at the center of the game. Players will be able to claim land, build a house, gather resources, craft items which they can use or sell, and engage in Guild vs Guild or open world PVP.",https://www.mmobomb.com/open/albion-online,MMORPG,PC (Windows),Sandbox Interactive GmbH,Sandbox Interactive GmbH,2017-07-17,https://www.mmobomb.com/albion-online,2017
39,224,World of Warplanes,https://www.mmobomb.com/g/224/thumbnail.jpg,World of Warplanes is the flight combat MMO action game set in the Golden Age of military aviation. The game continues the armored warfare theme marked in World of Tanks and will throw players into a never-ending tussle for air dominance.,https://www.mmobomb.com/open/world-of-warplanes,Shooter,PC (Windows),Wargaming,Wargaming,2013-11-12,https://www.mmobomb.com/world-of-warplanes,2013
40,225,RIFT,https://www.mmobomb.com/g/225/thumbnail.jpg,"Rift, a once P2P MMORPG now Free to Play MMORPG by Trion Worlds is set in a world being torn apart by mystical energies. Play as either a Gaurdian or a Defiant in your fight for control of the ever-changing planes of Telara, choosing from 40 unique souls to create your own custom class.",https://www.mmobomb.com/open/rift,MMORPG,PC (Windows),Trion Worlds,Trion Worlds,2013-10-24,https://www.mmobomb.com/rift,2013
41,257,Star Wars: The Old Republic,https://www.mmobomb.com/g/257/thumbnail.jpg,"Star Wars: The Old Republic (SWTOR) is a free to play 3D Sci-Fi MMORPG based on the popular Star Wars universe. SWTOR takes place 3000 years before the films, and allows players to become Jedi, Sith, Bounty Hunters, Troopers, and other iconic classes!",https://www.mmobomb.com/open/swtor,MMORPG,PC (Windows),Electronic Arts,Bioware,2011-12-20,https://www.mmobomb.com/swtor,2011
42,14,Star Trek Online,https://www.mmobomb.com/g/14/thumbnail.jpg,"Star Trek Online (STO) is a free to play 3D Sci-Fi MMORPG based on the popular Star Trek series. In this massively multiplayer online game from Cryptic Studios, players can pioneer their own destiny as Captain of a Federation starship or they can become a Klingon Warlord and expand the Empire to the far reaches of the galaxy.",https://www.mmobomb.com/open/star-trek-online,MMORPG,PC (Windows),Perfect World Entertainment, Cryptic Studios,2010-02-02,https://www.mmobomb.com/star-trek-online,2010
43,320,Dungeons and Dragons Online,https://www.mmobomb.com/g/320/thumbnail.jpg,Dungeons & Dragons Online: Eberron Unlimited (DDO) is a free to play 3D Fantasy MMORPG based on the classic Dungeons and Dragons (D&D) tabletop role playing game. The game was originally released as a subscription based game but is now free-to-play with an item shop.,https://www.mmobomb.com/open/dungeons-dragons-online,MMORPG,PC (Windows),Warner Bros. Interactive Entertainment,"Turbine, Inc.",2006-02-28,https://www.mmobomb.com/dungeons-dragons-online,2006
44,251,The Lord of the Rings Online,https://www.mmobomb.com/g/251/thumbnail.jpg,"The Lord of the Rings Online (LOTRO) is a free-to-play massively multiplayer online roleplaying game (MMORPG) developed by Turbine, based on the books of J.R.R. Tolkien, with characters from the books and movies.",https://www.mmobomb.com/open/lotro,MMORPG,PC (Windows),Warner Bros. Interactive Entertainment,"Turbine, Inc.",2001-04-24,https://www.mmobomb.com/lotro,2001
45,433,RuneScape,https://www.mmobomb.com/g/433/thumbnail.jpg,"RuneScape is one of the most popular free-to-play Browser MMORPG, from the British development studio Jagex. Set in a detailed, medieval fantasy world of epic scale both geographically and historically, RuneScape proudly draws its inspiration from classic role-playing games to deliver a contemporary, innovative and original experience for millions of players across the globe, with a popular subscription option of even greater scale and ambition, both running directly within almost any computer’s browser.",https://www.mmobomb.com/open/runescape,MMORPG,"PC (Windows), Web Browser",Jagex,Jagex,2001-01-04,https://www.mmobomb.com/runescape,2001
46,350,Goodgame Empire,https://www.mmobomb.com/g/350/thumbnail.jpg," Goodgame Empire is a browser-based MMO Strategy game by Goodgame Studios. Design and build your own Medieval castle, create a powerful army, and fight against other players on a dynamic world map as you attempt to conquer the four kingdoms and unite them under your rule.",https://www.mmobomb.com/open/goodgame-empire,Strategy,Web Browser,Goodgame Studios,Goodgame Studios,2011-08-14,https://www.mmobomb.com/goodgame-empire,2011
47,243,PlanetSide 2,https://www.mmobomb.com/g/243/thumbnail.jpg,Planetside 2 is free to play open world persistent MMOFPS published by Sony Entertainment Online. In Planetside 2 players fight in epic large scale battles across a variety of landscapes during the day and night.,https://www.mmobomb.com/open/planetside-2,Shooter,PC (Windows),Daybreak Games,Daybreak Games,2012-11-21,https://www.mmobomb.com/planetside-2,2012
48,310,Team Fortress 2,https://www.mmobomb.com/g/310/thumbnail.jpg,"Team Fortress 2 (TF2) is a free to play 3D multiplayer FPS, sequel to the game that put class-based, multiplayer team warfare on the map. One of the most popular online action games of all time, TF2 delivers constant free updates including new game modes, maps, equipment and, most importantly, hats.",https://www.mmobomb.com/open/team-fortress-2,Shooter,PC (Windows),Valve,Valve,2007-10-10,https://www.mmobomb.com/team-fortress-2,2007
49,1185,Spectre Divide,https://www.mmobomb.com/g/1185/thumbnail.jpg,The team depends on you even more in this competitive shooter since you control 2 players at once.,https://www.mmobomb.com/open/spectre-divide,Shooter,PC (Windows),Mountaintop Studios,Mountaintop Studios,2024-09-03,https://www.mmobomb.com/spectre-divide,2024
50,1184,Stormgate,https://www.mmobomb.com/g/1184/thumbnail.jpg,A new real-time strategy title crafted by veterans of some of the genre's classics.,https://www.mmobomb.com/open/stormgate,Strategy,PC (Windows),Frost Giant Studios,Frost Giant Studios,2024-08-13,https://www.mmobomb.com/stormgate,2024
51,1182,The First Descendant,https://www.mmobomb.com/g/1182/thumbnail.jpg,Push back against the Vulgus with your Descendant of choice in this free-to-play PvE-only looter-shooter.,https://www.mmobomb.com/open/the-first-descendant,Shooter,PC (Windows),NEXON,NEXON Games Co. Ltd.,2024-07-02,https://www.mmobomb.com/the-first-descendant,2024
52,1183,Once Human,https://www.mmobomb.com/g/1183/thumbnail.jpg,Time to remake the world and uncover a few conspiracies along the way.,https://www.mmobomb.com/open/once-human,Shooter,PC (Windows),Starry Studio,Starry Studio,2024-07-09,https://www.mmobomb.com/once-human,2024
53,1179,ScreenPlay CCG,https://www.mmobomb.com/g/1179/thumbnail.jpg,Make the movie of your dreams while squashing your opponent's movie making dreams.,https://www.mmobomb.com/open/screenplay-ccg,Card Game,PC (Windows),Comico Games,Comico Games,2024-05-13,https://www.mmobomb.com/screenplay-ccg,2024
54,1177,Predecessor,https://www.mmobomb.com/g/1177/thumbnail.jpg,"From the ashes of Paragon comes a new, third-person MOBA, Predecessor.",https://www.mmobomb.com/open/predecessor,MOBA,PC (Windows),Omeda Studios,Omeda Studios,2024-03-28,https://www.mmobomb.com/predecessor,2024
55,1178,Project Apidom,https://www.mmobomb.com/g/1178/thumbnail.jpg,Let's mash up a few different genres of multiplayer games and see what we get!,https://www.mmobomb.com/open/project-apidom,MOBA,PC (Windows),"Breach.gg, RedTigerPro",Breach.gg,2024-03-29,https://www.mmobomb.com/project-apidom,2024
56,62,Kritika: Zero,https://www.mmobomb.com/g/62/thumbnail.jpg,"Leap into action in Kritika: Zero (Kritika Online), a fast-paced free-to-play MMORPG from VALOFE!",https://www.mmobomb.com/open/kritika,MMORPG,PC (Windows),VALOFE,VALOFE,2024-01-25,https://www.mmobomb.com/kritika,2024
57,1172,Ravendawn Online,https://www.mmobomb.com/g/1172/thumbnail.jpg,"Get a bit nostalgic with an MMO that looks like games of the past, but plays a bit more modern.",https://www.mmobomb.com/open/ravendawn-online,MMORPG,PC (Windows),Tavernlight Games,Tavernlight Games,2024-01-16,https://www.mmobomb.com/ravendawn-online,2024
58,1174,Battle Teams 2,https://www.mmobomb.com/g/1174/thumbnail.jpg,"Popular in China, the free-to-play tactical shooter is now available globally.",https://www.mmobomb.com/open/battle-teams-2,Shooter,PC (Windows),Wizard Games Global Limited,Wizard Games Global Limited,2024-01-31,https://www.mmobomb.com/battle-teams-2,2024
59,1175,One Punch Man: World,https://www.mmobomb.com/g/1175/thumbnail.jpg,"Train, explore, fight monsters...you know what to do!",https://www.mmobomb.com/open/one-punch-man-world,Action Game,PC (Windows),A PLUS JAPAN,Perfect World,2024-01-31,https://www.mmobomb.com/one-punch-man-world,2024
60,1171,Infinite Borders,https://www.mmobomb.com/g/1171/thumbnail.jpg,Gather your generals and command over 300 different troop types in strategic battle in Three Kingdoms era China.,https://www.mmobomb.com/open/infinite-borders,Strategy,PC (Windows),NetEase Games,NetEase Games,2023-12-22,https://www.mmobomb.com/infinite-borders,2023
61,1169,Destiny's Divide,https://www.mmobomb.com/g/1169/thumbnail.jpg,Hop into PvP card battles that minimize RNG and allow skill to shine.,https://www.mmobomb.com/open/destinys-divide,Card Game,PC (Windows),Fobia,Fobia,2023-11-03,https://www.mmobomb.com/destinys-divide,2023
62,1168,"Warhammer 40,000: Warpforge",https://www.mmobomb.com/g/1168/thumbnail.jpg,The long-running war of the factions spills over onto the digital card game table.,https://www.mmobomb.com/open/warhammer-40000-warpforge,Card Game,PC (Windows),Everguild Ltd.,Everguild Ltd.,2023-10-19,https://www.mmobomb.com/warhammer-40000-warpforge,2023
63,1176,Deceit 2,https://www.mmobomb.com/g/1176/thumbnail.jpg,Mixing a little horror into your classic social deduction gameplay formula.,https://www.mmobomb.com/open/deceit-2,Action Game,PC (Windows),World Makers,World Makers,2023-09-14,https://www.mmobomb.com/deceit-2,2023
64,976,Microvolts: Recharged,https://www.mmobomb.com/g/976/thumbnail.jpg,Third-Person Toy-Themed Lobby Shooter Microvolts Relaunches As Microvolts: Recharged,https://www.mmobomb.com/open/microvolts,MMOTPS,PC (Windows),Masangsoft,Masangsoft,2023-09-09,https://www.mmobomb.com/microvolts,2023
65,1158,HAWKED,https://www.mmobomb.com/g/1158/thumbnail.jpg,"Free-to-play PvPvE, team-based treasure hunting, puzzle solving, and sharp shooting.",https://www.mmobomb.com/open/hawked,Shooter,PC (Windows),MY.GAMES,MY.GAMES,2023-08-03,https://www.mmobomb.com/hawked,2023
66,1159,Tales of Yore,https://www.mmobomb.com/g/1159/thumbnail.jpg,"An old school, small team MMORPG with nostalgic charm.",https://www.mmobomb.com/open/tales-of-yore,MMORPG,"PC (Windows), Web Browser",Coke and Code,Coke and Code,2023-08-08,https://www.mmobomb.com/tales-of-yore,2023
67,1163,Waven,https://www.mmobomb.com/g/1163/thumbnail.jpg,The makers of WAKFU bring you their next iteration on multiplayer tactical RPG gameplay.,https://www.mmobomb.com/open/waven,Strategy,PC (Windows),Ankama Games,Ankama Studio,2023-08-16,https://www.mmobomb.com/waven,2023
68,1167,Town of Salem 2,https://www.mmobomb.com/g/1167/thumbnail.jpg,"Chill in Salem, get your chores done... and, oh yeah, try not to be murdered.",https://www.mmobomb.com/open/town-of-salem-2,Strategy,PC (Windows),BlankMediaGames LLC,BlankMediaGames LLC,2023-08-25,https://www.mmobomb.com/town-of-salem-2,2023
69,1156,NARAKA: BLADEPOINT,https://www.mmobomb.com/g/1156/thumbnail.jpg,"The original 60-player, melee-focused battle royale goes free-to-play, opening the doors for everyone.",https://www.mmobomb.com/open/naraka-bladepoint,Battle Royale,PC (Windows),Netease Games Global,24 Entertainment,2023-07-13,https://www.mmobomb.com/naraka-bladepoint,2023
70,1153,Undawn,https://www.mmobomb.com/g/1153/thumbnail.jpg,"Fight to survive and protect your allies in a post-apocalyptic open world MMO, all while being guided by the Fresh Prince himself.",https://www.mmobomb.com/open/undawn,Shooter,PC (Windows),Level infinite,Lightspeed Studios,2023-06-15,https://www.mmobomb.com/undawn,2023
71,268,Eden Eternal,https://www.mmobomb.com/g/268/thumbnail.jpg,"Eden Eternal is a free-to-play 3D anime-style MMORPG from the developers of Kitsu Saga and Grand Fantasia. In Eden Eternal, players will trek across a magical realm filled with vibrant races (Humans, Beast Men, Frog Men and other half-animal races) and prosperous villages.",https://www.mmobomb.com/open/eden-eternal,MMORPG,PC (Windows),X-Legend Entertainment,X-Legend Entertainment,2023-05-10,https://www.mmobomb.com/eden-eternal,2023
72,1151,Jected - Rivals,https://www.mmobomb.com/g/1151/thumbnail.jpg,"Drive, glide, and perform stunts on your way to the highest scores or trying to cross the finish line first.",https://www.mmobomb.com/open/jected-rivals,Racing,PC (Windows),THQ Nordic,Pow Wow Entertainment,2023-05-04,https://www.mmobomb.com/jected-rivals,2023
73,1152,VEILED EXPERTS,https://www.mmobomb.com/g/1152/thumbnail.jpg,"The 5v5 action may be intense, but when the bomb goes off and the map changes, it may just be every person for themselves.",https://www.mmobomb.com/open/veiled-experts,Shooter,PC (Windows),NEXON,NEXON Games Co. Ltd.,2023-05-18,https://www.mmobomb.com/veiled-experts,2023
74,1157,Ethyrial: Echoes of Yore,https://www.mmobomb.com/g/1157/thumbnail.jpg,"An ""old school MMORPG"" that pays tribute to those that came before it.",https://www.mmobomb.com/open/ethyrial-echoes-of-yore,MMORPG,PC (Windows),Gellyberry Studios,Gellyberry Studios,2023-05-01,https://www.mmobomb.com/ethyrial-echoes-of-yore,2023
75,592,Mad World,https://www.mmobomb.com/g/592/thumbnail.jpg,A free-to-play post-apocalyptic HTML5 MMORPG designed by Jandisoft.,https://www.mmobomb.com/open/mad-world,MMORPG,"PC (Windows), Web Browser",Jandisoft,Jandisoft,2023-04-27,https://www.mmobomb.com/mad-world,2023
